기준연도,행정구역,구분,총인구수,유소년인구_0-14,생산가능인구_15-64,_핵심생산가능인구_25-49,고령인구_65이상,_전기고령인구_65-74,_중기고령인구_75-84,_후기고령인구_85이상
2015,서울특별시 성동구 (1120000000),여,"149,433","16,957","110,991","61,193","21,485","12,679","6,765","2,041"
2015,서울특별시 성동구 왕십리제2동(1120052000),계,"16,155","1,783","12,288","6,647","2,084","1,319",602,163
2015,서울특별시 성동구 왕십리제2동(1120052000),남,"7,942",915,"6,139","3,325",888,584,253,51
2015,서울특별시 성동구 왕십리제2동(1120052000),여,"8,213",868,"6,149","3,322","1,196",735,349,112
2015,서울특별시 성동구 왕십리도선동(1120053500),계,"20,419","2,360","15,533","8,524","2,526","1,495",795,236
2015,서울특별시 성동구 왕십리도선동(1120053500),남,"9,947","1,171","7,699","4,188","1,077",705,312,60
2015,서울특별시 성동구 왕십리도선동(1120053500),여,"10,472","1,189","7,834","4,336","1,449",790,483,176
2015,서울특별시 성동구 마장동(1120054000),계,"24,349","2,597","18,550","9,752","3,202","1,998",963,241
2015,서울특별시 성동구 마장동(1120054000),남,"12,100","1,352","9,322","4,888","1,426",941,416,69
2015,서울특별시 성동구 마장동(1120054000),여,"12,249","1,245","9,228","4,864","1,776","1,057",547,172
2015,서울특별시 성동구 사근동(1120055000),계,"11,478",862,"9,212","5,033","1,404",878,426,100
2015,서울특별시 성동구 사근동(1120055000),남,"6,014",409,"4,989","2,868",616,406,186,24
2015,서울특별시 성동구 사근동(1120055000),여,"5,464",453,"4,223","2,165",788,472,240,76
2015,서울특별시 성동구 행당제1동(1120056000),계,"14,687","1,523","11,151","6,000","2,013","1,273",585,155
2015,서울특별시 성동구 행당제1동(1120056000),남,"7,211",774,"5,563","2,984",874,591,234,49
2015,서울특별시 성동구 행당제1동(1120056000),여,"7,476",749,"5,588","3,016","1,139",682,351,106
2015,서울특별시 성동구 행당제2동(1120057000),계,"26,012","3,994","18,919","10,914","3,099","1,919",924,256
2015,서울특별시 성동구 행당제2동(1120057000),남,"12,384","1,951","9,138","5,300","1,295",855,368,72
2015,서울특별시 성동구 행당제2동(1120057000),여,"13,628","2,043","9,781","5,614","1,804","1,064",556,184
2015,서울특별시 성동구 응봉동(1120058000),계,"16,956","2,567","12,139","6,942","2,250","1,398",691,161
2015,서울특별시 성동구 응봉동(1120058000),남,"8,095","1,280","5,841","3,337",974,633,294,47
2015,서울특별시 성동구 응봉동(1120058000),여,"8,861","1,287","6,298","3,605","1,276",765,397,114
2015,서울특별시 성동구 금호1가동(1120059000),계,"13,699","1,620","10,092","5,445","1,987","1,163",659,165
2015,서울특별시 성동구 금호1가동(1120059000),남,"6,660",847,"5,009","2,720",804,508,245,51
2015,서울특별시 성동구 금호1가동(1120059000),여,"7,039",773,"5,083","2,725","1,183",655,414,114
2015,서울특별시 성동구 금호2.3가동(1120061500),계,"22,770","2,694","16,868","9,551","3,208","1,975",986,247
2015,서울특별시 성동구 금호2.3가동(1120061500),남,"11,042","1,363","8,326","4,764","1,353",894,386,73
2015,서울특별시 성동구 금호2.3가동(1120061500),여,"11,728","1,331","8,542","4,787","1,855","1,081",600,174
2015,서울특별시 성동구 금호4가동(1120062000),계,"14,597","1,941","10,796","6,379","1,860","1,150",580,130
2015,서울특별시 성동구 금호4가동(1120062000),남,"7,075",994,"5,316","3,147",765,504,223,38
2015,서울특별시 성동구 금호4가동(1120062000),여,"7,522",947,"5,480","3,232","1,095",646,357,92
2015,서울특별시 성동구 옥수동(1120064500),계,"23,041","3,152","16,986","9,907","2,903","1,758",869,276
2015,서울특별시 성동구 옥수동(1120064500),남,"10,978","1,593","8,130","4,749","1,255",804,366,85
2015,서울특별시 성동구 옥수동(1120064500),여,"12,063","1,559","8,856","5,158","1,648",954,503,191
2015,서울특별시 성동구 성수1가제1동(1120065000),계,"17,168","2,020","13,305","7,271","1,843","1,149",574,120
2015,서울특별시 성동구 성수1가제1동(1120065000),남,"8,660","1,009","6,839","3,690",812,526,239,47
2015,서울특별시 성동구 성수1가제1동(1120065000),여,"8,508","1,011","6,466","3,581","1,031",623,335,73
2015,서울특별시 성동구 성수1가제2동(1120066000),계,"17,045","1,866","13,255","7,665","1,924","1,255",536,133
2015,서울특별시 성동구 성수1가제2동(1120066000),남,"8,625",966,"6,784","3,947",875,620,218,37
2015,서울특별시 성동구 성수1가제2동(1120066000),여,"8,420",900,"6,471","3,718","1,049",635,318,96
2015,서울특별시 성동구 성수2가제1동(1120067000),계,"19,233","1,837","14,955","7,851","2,441","1,549",719,173
2015,서울특별시 성동구 성수2가제1동(1120067000),남,"10,017",951,"7,958","4,196","1,108",770,296,42
2015,서울특별시 성동구 성수2가제1동(1120067000),여,"9,216",886,"6,997","3,655","1,333",779,423,131
2015,서울특별시 성동구 성수2가제3동(1120069000),계,"11,797","1,105","9,134","4,932","1,558","1,003",432,123
2015,서울특별시 성동구 성수2가제3동(1120069000),남,"6,114",543,"4,847","2,601",724,498,184,42
2015,서울특별시 성동구 성수2가제3동(1120069000),여,"5,683",562,"4,287","2,331",834,505,248,81
2015,서울특별시 성동구 송정동(1120072000),계,"11,559","1,076","9,056","4,780","1,427",917,427,83
2015,서울특별시 성동구 송정동(1120072000),남,"6,164",565,"4,945","2,651",654,457,173,24
2015,서울특별시 성동구 송정동(1120072000),여,"5,395",511,"4,111","2,129",773,460,254,59
2015,서울특별시 성동구 용답동(1120079000),계,"16,038","1,330","12,412","6,599","2,296","1,494",680,122
2015,서울특별시 성동구 용답동(1120079000),남,"8,542",687,"6,815","3,644","1,040",718,290,32
2015,서울특별시 성동구 용답동(1120079000),여,"7,496",643,"5,597","2,955","1,256",776,390,90
2015,서울특별시 광진구 (1121500000),계,"360,369","39,956","280,208","155,621","40,205","25,708","11,526","2,971"
2015,서울특별시 광진구 (1121500000),남,"176,884","20,535","138,385","77,050","17,964","12,302","4,798",864
2015,서울특별시 광진구 (1121500000),여,"183,485","19,421","141,823","78,571","22,241","13,406","6,728","2,107"
2015,서울특별시 광진구 화양동(1121571000),계,"21,441","1,093","18,260","11,339","2,088","1,337",597,154
2015,서울특별시 광진구 화양동(1121571000),남,"10,398",542,"8,933","5,835",923,635,246,42
2015,서울특별시 광진구 화양동(1121571000),여,"11,043",551,"9,327","5,504","1,165",702,351,112
2015,서울특별시 광진구 군자동(1121573000),계,"20,670","1,823","16,406","9,435","2,441","1,601",695,145
2015,서울특별시 광진구 군자동(1121573000),남,"10,309",956,"8,279","4,825","1,074",757,285,32
2015,서울특별시 광진구 군자동(1121573000),여,"10,361",867,"8,127","4,610","1,367",844,410,113
2015,서울특별시 광진구 중곡제1동(1121574000),계,"16,012","1,370","12,634","7,153","2,008","1,340",530,138
2015,서울특별시 광진구 중곡제1동(1121574000),남,"8,006",717,"6,364","3,638",925,647,246,32
2015,서울특별시 광진구 중곡제1동(1121574000),여,"8,006",653,"6,270","3,515","1,083",693,284,106
2015,서울특별시 광진구 중곡제2동(1121575000),계,"22,301","2,363","17,474","9,690","2,464","1,647",655,162
2015,서울특별시 광진구 중곡제2동(1121575000),남,"10,913","1,228","8,566","4,755","1,119",793,288,38
2015,서울특별시 광진구 중곡제2동(1121575000),여,"11,388","1,135","8,908","4,935","1,345",854,367,124
2015,서울특별시 광진구 중곡제3동(1121576000),계,"17,862","1,698","13,999","7,446","2,165","1,410",622,133
2015,서울특별시 광진구 중곡제3동(1121576000),남,"8,975",877,"7,128","3,827",970,682,253,35
2015,서울특별시 광진구 중곡제3동(1121576000),여,"8,887",821,"6,871","3,619","1,195",728,369,98
2015,서울특별시 광진구 중곡제4동(1121577000),계,"31,787","3,304","24,549","12,847","3,934","2,631",999,304
2015,서울특별시 광진구 중곡제4동(1121577000),남,"15,721","1,770","12,190","6,395","1,761","1,274",407,80
2015,서울특별시 광진구 중곡제4동(1121577000),여,"16,066","1,534","12,359","6,452","2,173","1,357",592,224
2015,서울특별시 광진구 능동(1121578000),계,"11,400","1,059","9,024","5,826","1,317",841,364,112
2015,서울특별시 광진구 능동(1121578000),남,"5,392",556,"4,237","2,781",599,390,173,36
2015,서울특별시 광진구 능동(1121578000),여,"6,008",503,"4,787","3,045",718,451,191,76
2015,서울특별시 광진구 광장동(1121581000),계,"36,721","6,956","26,789","14,706","2,976","1,658","1,016",302
2015,서울특별시 광진구 광장동(1121581000),남,"17,856","3,537","13,030","6,812","1,289",764,427,98
2015,서울특별시 광진구 광장동(1121581000),여,"18,865","3,419","13,759","7,894","1,687",894,589,204
2015,서울특별시 광진구 자양제1동(1121582000),계,"22,792","2,158","17,966","10,031","2,668","1,688",780,200
2015,서울특별시 광진구 자양제1동(1121582000),남,"11,186","1,123","8,917","4,979","1,146",755,333,58
2015,서울특별시 광진구 자양제1동(1121582000),여,"11,606","1,035","9,049","5,052","1,522",933,447,142
2015,서울특별시 광진구 자양제2동(1121583000),계,"27,531","3,332","21,220","11,531","2,979","1,978",794,207
2015,서울특별시 광진구 자양제2동(1121583000),남,"13,672","1,743","10,586","5,740","1,343",955,328,60
2015,서울특별시 광진구 자양제2동(1121583000),여,"13,859","1,589","10,634","5,791","1,636","1,023",466,147
2015,서울특별시 광진구 자양제3동(1121584000),계,"30,841","4,496","23,276","12,529","3,069","1,826",978,265
2015,서울특별시 광진구 자양제3동(1121584000),남,"14,995","2,254","11,363","6,018","1,378",897,389,92
2015,서울특별시 광진구 자양제3동(1121584000),여,"15,846","2,242","11,913","6,511","1,691",929,589,173
2015,서울특별시 광진구 자양제4동(1121584700),계,"23,047","1,706","18,055","9,398","3,286","2,118",941,227
2015,서울특별시 광진구 자양제4동(1121584700),남,"11,655",851,"9,311","4,940","1,493","1,036",392,65
2015,서울특별시 광진구 자양제4동(1121584700),여,"11,392",855,"8,744","4,458","1,793","1,082",549,162
2015,서울특별시 광진구 구의제1동(1121585000),계,"22,699","1,922","18,175","10,813","2,602","1,663",777,162
2015,서울특별시 광진구 구의제1동(1121585000),남,"10,902",990,"8,772","5,307","1,140",766,315,59
2015,서울특별시 광진구 구의제1동(1121585000),여,"11,797",932,"9,403","5,506","1,462",897,462,103
2015,서울특별시 광진구 구의제2동(1121586000),계,"25,549","3,117","19,307","10,434","3,125","2,031",896,198
2015,서울특별시 광진구 구의제2동(1121586000),남,"12,510","1,615","9,493","5,207","1,402",987,366,49
2015,서울특별시 광진구 구의제2동(1121586000),여,"13,039","1,502","9,814","5,227","1,723","1,044",530,149
2015,서울특별시 광진구 구의제3동(1121587000),계,"29,716","3,559","23,074","12,443","3,083","1,939",882,262
2015,서울특별시 광진구 구의제3동(1121587000),남,"14,394","1,776","11,216","5,991","1,402",964,350,88
2015,서울특별시 광진구 구의제3동(1121587000),여,"15,322","1,783","11,858","6,452","1,681",975,532,174
2015,서울특별시 동대문구 (1123000000),계,"360,153","39,121","268,701","143,593","52,331","32,780","15,782","3,769"
2015,서울특별시 동대문구 (1123000000),남,"180,485","20,088","137,206","74,867","23,191","15,346","6,715","1,130"
